DATE: 19/11/2022,  TIME: 0:0:0, VMC:21.82%, HUMIDITY: 82.70%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:43:43, VMC:16.58%, HUMIDITY: 96.00%,  TEMP: 14.80°C
DATE: 19/11/2022,  TIME: 7:43:45, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.80°C
DATE: 19/11/2022,  TIME: 7:43:48, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:43:51, VMC:15.82%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:43:54, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:43:57, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:0, VMC:16.58%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:2, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.80°C
DATE: 19/11/2022,  TIME: 7:44:5, VMC:15.74%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:8, VMC:16.65%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:11, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:14, VMC:15.74%, HUMIDITY: 95.70%,  TEMP: 14.80°C
DATE: 19/11/2022,  TIME: 7:44:17, VMC:16.65%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:19, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:22, VMC:16.58%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:25, VMC:16.65%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:28, VMC:16.58%, HUMIDITY: 95.90%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:44:31, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:44:34, VMC:16.58%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:36, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:39, VMC:15.67%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:42, VMC:16.50%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:44:45, VMC:16.12%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:48, VMC:15.29%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:44:51, VMC:16.12%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:44:53, VMC:16.12%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:56, VMC:16.35%, HUMIDITY: 95.90%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:44:59, VMC:16.58%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:2, VMC:16.58%, HUMIDITY: 95.90%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:5, VMC:16.50%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:45:8, VMC:15.67%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:45:11, VMC:16.58%, HUMIDITY: 95.70%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:45:13, VMC:16.50%, HUMIDITY: 95.60%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:16, VMC:15.67%, HUMIDITY: 95.80%,  TEMP: 14.90°C
DATE: 19/11/2022,  TIME: 7:45:19, VMC:15.67%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:22, VMC:16.12%, HUMIDITY: 95.70%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:25, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:28, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:30, VMC:16.50%, HUMIDITY: 95.90%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:33, VMC:16.58%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:36, VMC:16.50%, HUMIDITY: 95.60%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:39, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:42, VMC:16.50%, HUMIDITY: 95.50%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:45, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:47, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:45:50, VMC:16.50%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:53, VMC:15.51%, HUMIDITY: 95.50%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:45:56, VMC:16.27%, HUMIDITY: 95.50%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:45:59, VMC:16.50%, HUMIDITY: 95.80%,  TEMP: 15.00°C
DATE: 19/11/2022,  TIME: 7:46:2, VMC:15.59%, HUMIDITY: 95.70%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:46:4, VMC:17.41%, HUMIDITY: 95.60%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:46:7, VMC:16.50%, HUMIDITY: 95.50%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:10, VMC:16.35%, HUMIDITY: 95.50%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:46:13, VMC:16.35%, HUMIDITY: 95.50%,  TEMP: 15.10°C
DATE: 19/11/2022,  TIME: 7:46:16, VMC:15.44%, HUMIDITY: 95.50%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:19, VMC:16.35%, HUMIDITY: 95.40%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:22, VMC:16.35%, HUMIDITY: 95.60%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:24, VMC:16.35%, HUMIDITY: 95.60%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:27, VMC:16.35%, HUMIDITY: 95.50%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:30, VMC:16.35%, HUMIDITY: 95.50%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:33, VMC:16.35%, HUMIDITY: 95.30%,  TEMP: 15.30°C
DATE: 19/11/2022,  TIME: 7:46:36, VMC:16.35%, HUMIDITY: 95.50%,  TEMP: 15.30°C
DATE: 19/11/2022,  TIME: 7:46:39, VMC:16.35%, HUMIDITY: 95.40%,  TEMP: 15.20°C
DATE: 19/11/2022,  TIME: 7:46:41, VMC:16.35%, HUMIDITY: 95.40%,  TEMP: 15.30°C
DATE: 19/11/2022,  TIME: 7:46:44, VMC:15.44%, HUMIDITY: 95.50%,  TEMP: 15.30°C
DATE: 19/11/2022,  TIME: 7:46:47, VMC:16.35%, HUMIDITY: 95.20%,  TEMP: 15.30°C
DATE: 19/11/2022,  TIME: 7:46:50, VMC:16.35%, HUMIDITY: 95.40%,  TEMP: 15.40°C
DATE: 19/11/2022,  TIME: 7:46:53, VMC:15.44%, HUMIDITY: 94.10%,  TEMP: 15.40°C
DATE: 19/11/2022,  TIME: 7:46:56, VMC:15.89%, HUMIDITY: 94.10%,  TEMP: 15.40°C
DATE: 19/11/2022,  TIME: 7:46:58, VMC:16.35%, HUMIDITY: 95.20%,  TEMP: 15.40°C
DATE: 19/11/2022,  TIME: 7:47:1, VMC:16.50%, HUMIDITY: 93.90%,  TEMP: 15.50°C
DATE: 19/11/2022,  TIME: 7:47:4, VMC:16.35%, HUMIDITY: 93.80%,  TEMP: 15.50°C
DATE: 19/11/2022,  TIME: 7:47:7, VMC:15.44%, HUMIDITY: 93.90%,  TEMP: 15.40°C
DATE: 19/11/2022,  TIME: 7:47:10, VMC:16.35%, HUMIDITY: 93.90%,  TEMP: 15.50°C
DATE: 19/11/2022,  TIME: 7:47:13, VMC:16.35%, HUMIDITY: 93.90%,  TEMP: 15.50°C
DATE: 19/11/2022,  TIME: 7:47:15, VMC:16.43%, HUMIDITY: 93.90%,  TEMP: 15.60°C
DATE: 19/11/2022,  TIME: 7:47:18, VMC:15.44%, HUMIDITY: 93.90%,  TEMP: 15.60°C
DATE: 19/11/2022,  TIME: 7:47:21, VMC:16.35%, HUMIDITY: 93.80%,  TEMP: 15.60°C
DATE: 19/11/2022,  TIME: 7:47:24, VMC:16.35%, HUMIDITY: 93.70%,  TEMP: 15.60°C
DATE: 19/11/2022,  TIME: 7:47:27, VMC:15.29%, HUMIDITY: 93.70%,  TEMP: 15.70°C
DATE: 19/11/2022,  TIME: 7:47:30, VMC:16.35%, HUMIDITY: 93.90%,  TEMP: 15.70°C
DATE: 19/11/2022,  TIME: 7:47:32, VMC:16.35%, HUMIDITY: 93.70%,  TEMP: 15.60°C
DATE: 19/11/2022,  TIME: 7:47:35, VMC:16.35%, HUMIDITY: 93.80%,  TEMP: 15.70°C
DATE: 19/11/2022,  TIME: 7:47:38, VMC:16.35%, HUMIDITY: 93.60%,  TEMP: 15.70°C
DATE: 19/11/2022,  TIME: 7:47:41, VMC:16.35%, HUMIDITY: 93.60%,  TEMP: 15.80°C
DATE: 19/11/2022,  TIME: 7:47:44, VMC:16.35%, HUMIDITY: 93.50%,  TEMP: 15.70°C
DATE: 19/11/2022,  TIME: 7:47:47, VMC:16.35%, HUMIDITY: 93.50%,  TEMP: 15.80°C
DATE: 19/11/2022,  TIME: 7:47:50, VMC:16.35%, HUMIDITY: 93.40%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 7:47:52, VMC:16.35%, HUMIDITY: 93.40%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 7:47:55, VMC:16.35%, HUMIDITY: 93.40%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 7:47:58, VMC:15.89%, HUMIDITY: 93.20%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 7:48:1, VMC:16.35%, HUMIDITY: 93.30%,  TEMP: 15.90°C
DATE: 19/11/2022,  TIME: 7:48:4, VMC:16.27%, HUMIDITY: 93.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 7:48:7, VMC:16.35%, HUMIDITY: 93.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 7:48:9, VMC:16.27%, HUMIDITY: 93.10%,  TEMP: 16.00°C
DATE: 19/11/2022,  TIME: 7:48:12, VMC:15.44%, HUMIDITY: 93.20%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:48:15, VMC:15.36%, HUMIDITY: 93.20%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:48:18, VMC:16.27%, HUMIDITY: 92.90%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:48:21, VMC:16.35%, HUMIDITY: 93.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:48:24, VMC:16.35%, HUMIDITY: 92.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:48:26, VMC:16.27%, HUMIDITY: 92.80%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:48:29, VMC:16.27%, HUMIDITY: 92.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:32, VMC:16.27%, HUMIDITY: 92.80%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:48:35, VMC:15.44%, HUMIDITY: 92.70%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:48:38, VMC:16.35%, HUMIDITY: 92.70%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:41, VMC:16.05%, HUMIDITY: 92.60%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:48:43, VMC:15.44%, HUMIDITY: 92.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:46, VMC:16.27%, HUMIDITY: 92.50%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:49, VMC:17.64%, HUMIDITY: 92.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:48:52, VMC:16.27%, HUMIDITY: 92.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:55, VMC:16.27%, HUMIDITY: 92.40%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:48:58, VMC:16.35%, HUMIDITY: 92.30%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:49:1, VMC:15.97%, HUMIDITY: 92.20%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:49:3, VMC:16.27%, HUMIDITY: 92.30%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:6, VMC:16.27%, HUMIDITY: 92.30%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:9, VMC:16.27%, HUMIDITY: 92.40%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:12, VMC:16.27%, HUMIDITY: 92.10%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:15, VMC:16.35%, HUMIDITY: 91.90%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:18, VMC:16.35%, HUMIDITY: 92.20%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:20, VMC:15.44%, HUMIDITY: 92.00%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:23, VMC:16.27%, HUMIDITY: 91.90%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:49:26, VMC:16.27%, HUMIDITY: 91.80%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:29, VMC:15.36%, HUMIDITY: 91.90%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:32, VMC:16.27%, HUMIDITY: 91.70%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:35, VMC:16.20%, HUMIDITY: 91.70%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:37, VMC:16.20%, HUMIDITY: 91.40%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:40, VMC:16.20%, HUMIDITY: 91.50%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:43, VMC:16.20%, HUMIDITY: 91.50%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:49:46, VMC:15.36%, HUMIDITY: 91.50%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:49:49, VMC:15.36%, HUMIDITY: 91.40%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:49:52, VMC:16.05%, HUMIDITY: 91.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:49:54, VMC:16.12%, HUMIDITY: 91.40%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:49:57, VMC:16.12%, HUMIDITY: 91.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:50:0, VMC:16.12%, HUMIDITY: 91.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:50:3, VMC:16.12%, HUMIDITY: 91.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:50:6, VMC:16.20%, HUMIDITY: 91.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:9, VMC:15.29%, HUMIDITY: 91.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:11, VMC:16.12%, HUMIDITY: 91.10%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:50:14, VMC:15.29%, HUMIDITY: 91.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:17, VMC:15.36%, HUMIDITY: 91.00%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:20, VMC:16.12%, HUMIDITY: 90.90%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:23, VMC:15.36%, HUMIDITY: 91.00%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:26, VMC:16.12%, HUMIDITY: 91.10%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:29, VMC:16.05%, HUMIDITY: 90.80%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:31, VMC:16.05%, HUMIDITY: 90.80%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:34, VMC:16.05%, HUMIDITY: 90.70%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:50:37, VMC:15.97%, HUMIDITY: 90.70%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:40, VMC:14.22%, HUMIDITY: 90.60%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:43, VMC:15.89%, HUMIDITY: 90.60%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:46, VMC:16.05%, HUMIDITY: 90.50%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:50:48, VMC:16.20%, HUMIDITY: 90.50%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:50:51, VMC:15.97%, HUMIDITY: 90.50%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:50:54, VMC:14.98%, HUMIDITY: 90.50%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:50:57, VMC:16.05%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:0, VMC:16.05%, HUMIDITY: 90.40%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:51:3, VMC:15.89%, HUMIDITY: 90.50%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:5, VMC:15.67%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:8, VMC:15.97%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:11, VMC:15.82%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:14, VMC:14.98%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:17, VMC:15.74%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:20, VMC:15.82%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:22, VMC:15.89%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:25, VMC:15.13%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:28, VMC:15.89%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:51:31, VMC:15.89%, HUMIDITY: 90.10%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:34, VMC:15.89%, HUMIDITY: 90.20%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:37, VMC:14.98%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:40, VMC:14.98%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:42, VMC:16.05%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:45, VMC:16.05%, HUMIDITY: 90.30%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:48, VMC:16.05%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:51:51, VMC:15.13%, HUMIDITY: 90.40%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:51:54, VMC:15.97%, HUMIDITY: 90.40%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:51:57, VMC:16.05%, HUMIDITY: 90.10%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:51:59, VMC:15.97%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:2, VMC:16.88%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:5, VMC:16.05%, HUMIDITY: 90.20%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:52:8, VMC:15.13%, HUMIDITY: 90.20%,  TEMP: 16.90°C
DATE: 19/11/2022,  TIME: 7:52:11, VMC:16.27%, HUMIDITY: 90.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:14, VMC:15.13%, HUMIDITY: 90.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:16, VMC:15.13%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:19, VMC:16.96%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:22, VMC:16.05%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:25, VMC:15.13%, HUMIDITY: 90.20%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:28, VMC:15.97%, HUMIDITY: 90.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:31, VMC:16.05%, HUMIDITY: 90.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:33, VMC:16.05%, HUMIDITY: 90.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:36, VMC:15.97%, HUMIDITY: 90.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:39, VMC:16.05%, HUMIDITY: 90.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:42, VMC:15.89%, HUMIDITY: 90.30%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:45, VMC:15.97%, HUMIDITY: 90.30%,  TEMP: 16.80°C
DATE: 19/11/2022,  TIME: 7:52:48, VMC:16.05%, HUMIDITY: 90.50%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:50, VMC:15.13%, HUMIDITY: 90.50%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:53, VMC:16.05%, HUMIDITY: 90.20%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:52:56, VMC:16.05%, HUMIDITY: 90.50%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:52:59, VMC:15.13%, HUMIDITY: 90.50%,  TEMP: 16.70°C
DATE: 19/11/2022,  TIME: 7:53:2, VMC:16.12%, HUMIDITY: 90.50%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:53:5, VMC:16.12%, HUMIDITY: 90.50%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:53:8, VMC:16.12%, HUMIDITY: 90.40%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:53:10, VMC:16.12%, HUMIDITY: 90.50%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:53:13, VMC:15.36%, HUMIDITY: 90.40%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:53:16, VMC:16.20%, HUMIDITY: 90.50%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:53:19, VMC:16.27%, HUMIDITY: 90.50%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:53:22, VMC:16.20%, HUMIDITY: 90.60%,  TEMP: 16.60°C
DATE: 19/11/2022,  TIME: 7:53:25, VMC:16.20%, HUMIDITY: 90.70%,  TEMP: 16.50°C
DATE: 19/11/2022,  TIME: 7:53:27, VMC:16.20%, HUMIDITY: 90.50%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:30, VMC:16.27%, HUMIDITY: 90.60%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:33, VMC:16.20%, HUMIDITY: 90.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:36, VMC:16.20%, HUMIDITY: 90.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:39, VMC:16.20%, HUMIDITY: 90.80%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:42, VMC:16.20%, HUMIDITY: 90.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:44, VMC:16.20%, HUMIDITY: 90.70%,  TEMP: 16.40°C
DATE: 19/11/2022,  TIME: 7:53:47, VMC:15.36%, HUMIDITY: 90.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:53:50, VMC:16.20%, HUMIDITY: 90.90%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:53:53, VMC:16.27%, HUMIDITY: 91.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:53:56, VMC:17.19%, HUMIDITY: 90.80%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:53:59, VMC:16.20%, HUMIDITY: 91.00%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:54:1, VMC:16.27%, HUMIDITY: 90.90%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:4, VMC:16.27%, HUMIDITY: 91.10%,  TEMP: 16.30°C
DATE: 19/11/2022,  TIME: 7:54:7, VMC:15.36%, HUMIDITY: 91.00%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:10, VMC:16.27%, HUMIDITY: 91.20%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:13, VMC:15.36%, HUMIDITY: 91.30%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:16, VMC:16.27%, HUMIDITY: 91.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:18, VMC:16.27%, HUMIDITY: 91.20%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:21, VMC:16.27%, HUMIDITY: 91.10%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:24, VMC:15.51%, HUMIDITY: 91.30%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:27, VMC:16.27%, HUMIDITY: 91.30%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:30, VMC:16.27%, HUMIDITY: 91.50%,  TEMP: 16.20°C
DATE: 19/11/2022,  TIME: 7:54:33, VMC:16.27%, HUMIDITY: 91.60%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:36, VMC:16.27%, HUMIDITY: 91.50%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 7:54:38, VMC:15.44%, HUMIDITY: 91.60%,  TEMP: 16.10°C
